0.20157	0.67783	1835.4	-103.16	1.0945
0.20394	0.42598	1812.6	-118.87	4.1181
0.2063	1.1186	1264.6	-472.5	4.8425
0.20866	1.0556	625.2	-323.19	1.8819
0.21102	1.2602	2794.5	-409.63	3.9606
0.21339	0.83523	305.51	-1	2.2283
0.21575	1.9843	100	-189.6	2.0709
0.21811	0.37876	2543.3	-99.228	1.9764
0.22047	1.8583	2086.6	-331.05	2.8583
0.22283	1.3861	1036.2	-295.69	1.7244
0.2252	1.2445	1744.1	-48.15	3.3937
0.22756	1.6222	556.69	-213.17	4.811
0.22992	0.75653	1196.1	-441.06	1.4724
0.23228	1.7482	3000	-201.39	2.0079
0.23465	1.575	602.36	-460.71	2.5748
0.23701	0.64635	1218.9	-232.82	4.1811
0.23937	0.66209	351.18	-8.8583	2.3228
0.24173	0.28432	374.02	-276.04	4.4331
0.24409	0.4732	1333.1	-476.43	4.6535
0.24646	1.8426	2132.3	-111.02	4.4646
0.24882	1.1658	899.21	-401.77	3.4567
0.25118	1.6537	1310.2	-158.17	1.0315
0.25354	0.97689	1013.4	-378.2	4.2126
0.25591	1.8741	693.7	-59.937	3.1417
0.25827	0.72505	2726	-338.91	4.5591
0.26063	0.30006	648.03	-299.61	3.0472
0.26299	1.3547	533.86	-397.84	3.8031
0.26535	0.78801	214.17	-417.49	2.8268
0.26772	0.063961	853.54	-350.69	4.0866
0.27008	0.12692	1698.4	-28.504	1.7559
0.27244	0.80375	145.67	-79.583	2.3858
0.2748	1.213	2680.3	-114.94	2.4173
0.27717	0.74079	2817.3	-433.2	1
0.27953	0.44172	1995.3	-456.78	4.0236
0.28189	0.11118	122.83	-425.35	1.3465
0.28425	1.5278	2337.8	-283.9	4.3701
0.28661	0.99263	2269.3	-138.52	4.3071
0.28898	1.9056	1241.7	-358.55	4.0551
0.29134	0.77227	1081.9	-240.68	4.937
0.2937	0.079701	1104.7	-464.64	2.2598
0.29606	0.96115	807.87	-16.717	3.2677
0.29843	1.4648	1059.1	-67.795	4.7165
0.30079	0.3158	2771.7	-209.24	1.063
0.30315	1.2287	670.87	-448.92	3.1732
0.30551	1.4963	1949.6	-169.95	1.8504
0.30787	1.1815	2885.8	-291.76	4.9685
0.31024	0.45746	2018.1	-354.62	3.0157
0.3126	2	1675.6	-315.33	2.6378
0.31496	1.638	2155.1	-342.83	3.0787
0.31732	1.1343	716.54	-468.57	1.252
0.31969	0.34728	2223.6	-75.654	2.4488
0.32205	0.25284	2931.5	-311.4	3.2047
0.32441	0.69357	2863	-20.646	3.4882
0.32677	1.9528	2315	-4.9291	3.3622
0.32913	1.8269	1515.7	-63.866	4.7795
0.3315	1.15	990.55	-36.362	1.9134
0.33386	0.20562	2360.6	-307.47	2.8898
0.33622	1.3232	2246.5	-370.34	1.7874
0.33858	1.0399	1903.9	-452.85	1.6299
0.34094	0.70931	2657.5	-162.09	4.622
0.34331	0.56765	2429.1	-224.96	3.1102
0.34567	1.0713	419.69	-256.39	2.2913
0.34803	0.33154	579.53	-236.75	1.5039
0.35039	1.0084	1355.9	-366.41	1.4094
0.35276	0.1584	830.71	-193.53	3.7087
0.35512	1.4491	511.02	-154.24	2.9213
0.35748	1.4176	259.84	-122.8	3.8346
0.35984	0.17414	1424.4	-429.28	4.685
0.3622	1.0871	762.2	-421.42	4.9055
0.36457	1.4806	2611.8	-142.45	3.5827
0.36693	1.5908	2452	-32.433	4.2441
0.36929	0.50469	1150.4	-130.66	3.6457
0.37165	0.001	2908.7	-492.14	2.6693
0.37402	1.1973	1721.3	-205.31	5
0.37638	1.937	2109.4	-327.12	1.6929
0.37874	1.7167	1173.2	-228.89	1.5984
0.3811	1.7796	1881.1	-177.81	2.4803
0.38346	0.61487	2748.8	-437.13	2.1654
0.38583	1.9213	1858.3	-496.07	3.4252
0.38819	0.36302	1470.1	-71.724	2.7323
0.39055	0.86671	1926.8	-146.38	2.7008
0.39291	0.55191	168.5	-173.88	2.9528
0.39528	1.5593	2634.6	-197.46	1.2205
0.39764	1.6695	191.34	-386.06	2.3543
0.4	0.89819	967.72	-260.32	1.189
